time;NETWORK__BUS__A_TN_Upu_value;NETWORK__BUS__B_TN_Upu_value;NETWORK__BUS__A2_TN_Upu_value;NETWORK__BUS__B2_TN_Upu_value;NETWORK__BUS__C_TN_Upu_value;NETWORK__BUS__E_TN_Upu_value;NETWORK__BUS__F_TN_Upu_value;GFLVSC_WP1_injectorGFL_PGenPu;GFLVSC_WP1_injectorGFL_QGenPu;GFLVSC_WP1_injectorGFL_UConvPu;GFLVSC_WP1_injectorGFL_UPccPu;GFLVSC_WP2_injectorGFL_PGenPu;GFLVSC_WP2_injectorGFL_QGenPu;GFLVSC_WP2_injectorGFL_UConvPu;GFLVSC_WP2_injectorGFL_UPccPu;GFLVSC_HVDC1_injectorGFL_PGenPu;GFLVSC_HVDC1_injectorGFL_QGenPu;GFLVSC_HVDC1_injectorGFL_UConvPu;GFLVSC_HVDC1_injectorGFL_UPccPu;GFLVSC_HVDC2_injectorGFL_PGenPu;GFLVSC_HVDC2_injectorGFL_QGenPu;GFLVSC_HVDC2_injectorGFL_UConvPu;GFLVSC_HVDC2_injectorGFL_UPccPu;
4.99999;1.00757;1.00542;1.03187;0.99255;1.00000;1.04756;0.99973;0.82996;-0.06109;1.04886;1.04756;0.82987;-0.32639;0.97000;0.99973;-0.93767;-0.08492;1.00001;1.00757;-0.94559;0.20363;1.04084;1.00542;
4.99999;0.59677;0.64389;0.60865;0.61669;0.76729;0.62593;0.62505;0.49716;0.00972;0.63890;0.62593;0.53379;-0.16098;0.60734;0.62505;-0.55582;-0.04501;0.59727;0.59677;-0.60333;0.14041;0.68668;0.64389;
4.99999;0.59678;0.64391;0.60868;0.61672;0.76730;0.62596;0.62507;0.49718;0.00975;0.63894;0.62596;0.53381;-0.16096;0.60737;0.62507;-0.55583;-0.04502;0.59729;0.59678;-0.60335;0.14040;0.68670;0.64391;
4.99999;0.59678;0.64391;0.60868;0.61672;0.76730;0.62596;0.62507;0.49718;0.00975;0.63894;0.62596;0.53381;-0.16096;0.60737;0.62507;-0.55583;-0.04502;0.59729;0.59678;-0.60335;0.14040;0.68670;0.64391;
4.99999;0.59685;0.64398;0.60879;0.61683;0.76734;0.62608;0.62520;0.49726;0.00991;0.63909;0.62608;0.53390;-0.16086;0.60752;0.62520;-0.55589;-0.04505;0.59735;0.59685;-0.60342;0.14038;0.68676;0.64398;
4.99999;0.59685;0.64398;0.60879;0.61683;0.76734;0.62608;0.62520;0.49726;0.00991;0.63909;0.62608;0.53390;-0.16086;0.60752;0.62520;-0.55589;-0.04505;0.59735;0.59685;-0.60342;0.14038;0.68676;0.64398;
5.00003;0.59811;0.64533;0.61090;0.61895;0.76812;0.62837;0.62748;0.49879;0.01281;0.64188;0.62837;0.53552;-0.15897;0.61022;0.62748;-0.55705;-0.04558;0.59846;0.59811;-0.60476;0.13995;0.68791;0.64533;
5.00006;0.59932;0.64663;0.61293;0.62100;0.76887;0.63058;0.62969;0.50027;0.01561;0.64456;0.63058;0.53708;-0.15715;0.61282;0.62969;-0.55817;-0.04607;0.59955;0.59932;-0.60605;0.13957;0.68904;0.64663;
5.00013;0.60166;0.64912;0.61681;0.62491;0.77032;0.63480;0.63390;0.50312;0.02102;0.64971;0.63480;0.54009;-0.15363;0.61780;0.63390;-0.56034;-0.04694;0.60165;0.60166;-0.60853;0.13889;0.69121;0.64912;
5.00027;0.60588;0.65364;0.62379;0.63195;0.77293;0.64238;0.64148;0.50830;0.03083;0.65894;0.64238;0.54553;-0.14724;0.62674;0.64148;-0.56427;-0.04822;0.60552;0.60588;-0.61305;0.13799;0.69522;0.65364;
5.00056;0.61285;0.66112;0.63517;0.64345;0.77725;0.65474;0.65383;0.51694;0.04703;0.67395;0.65474;0.55455;-0.13671;0.64128;0.65383;-0.57091;-0.04932;0.61218;0.61285;-0.62063;0.13756;0.70211;0.66112;
5.00084;0.61820;0.66688;0.64374;0.65212;0.78057;0.66402;0.66313;0.52368;0.05921;0.68517;0.66402;0.56149;-0.12890;0.65215;0.66313;-0.57618;-0.04886;0.61762;0.61820;-0.62662;0.13860;0.70774;0.66688;
5.00127;0.62446;0.67363;0.65351;0.66203;0.78446;0.67458;0.67372;0.53172;0.07295;0.69786;0.67458;0.56964;-0.12025;0.66446;0.67372;-0.58260;-0.04656;0.62441;0.62446;-0.63386;0.14166;0.71475;0.67362;
5.00127;0.62446;0.67362;0.65351;0.66203;0.78446;0.67458;0.67372;0.53173;0.07295;0.69786;0.67458;0.56965;-0.12024;0.66446;0.67372;-0.58260;-0.04656;0.62441;0.62446;-0.63386;0.14166;0.71475;0.67362;
5.00134;0.62522;0.67445;0.65464;0.66319;0.78494;0.67580;0.67495;0.53274;0.07443;0.69931;0.67580;0.57064;-0.11937;0.66586;0.67495;-0.58344;-0.04588;0.62533;0.62522;-0.63479;0.14246;0.71570;0.67445;
5.00141;0.62595;0.67524;0.65571;0.66428;0.78539;0.67695;0.67611;0.53370;0.07582;0.70067;0.67695;0.57159;-0.11856;0.66718;0.67611;-0.58425;-0.04517;0.62622;0.62595;-0.63569;0.14328;0.71662;0.67524;
5.00156;0.62732;0.67673;0.65772;0.66633;0.78624;0.67911;0.67828;0.53553;0.07839;0.70322;0.67911;0.57337;-0.11709;0.66965;0.67828;-0.58580;-0.04370;0.62794;0.62732;-0.63741;0.14496;0.71839;0.67673;
5.00186;0.62973;0.67935;0.66119;0.66988;0.78775;0.68282;0.68202;0.53880;0.08267;0.70758;0.68282;0.57653;-0.11471;0.67387;0.68202;-0.58862;-0.04059;0.63108;0.62973;-0.64053;0.14844;0.72162;0.67935;
5.00245;0.63366;0.68364;0.66665;0.67548;0.79021;0.68865;0.68791;0.54431;0.08898;0.71435;0.68865;0.58172;-0.11149;0.68042;0.68791;-0.59351;-0.03399;0.63657;0.63366;-0.64587;0.15567;0.72724;0.68364;
5.00305;0.63678;0.68705;0.67077;0.67973;0.79216;0.69304;0.69235;0.54887;0.09323;0.71935;0.69304;0.58588;-0.10965;0.68526;0.69235;-0.59770;-0.02711;0.64130;0.63678;-0.65039;0.16304;0.73205;0.68705;
5.00423;0.64210;0.69290;0.67757;0.68677;0.79551;0.70024;0.69966;0.55694;0.09963;0.72748;0.70024;0.59311;-0.10729;0.69312;0.69966;-0.60528;-0.01331;0.64982;0.64210;-0.65852;0.17760;0.74069;0.69290;
5.00542;0.64679;0.69806;0.68340;0.69284;0.79845;0.70638;0.70594;0.56429;0.10469;0.73435;0.70638;0.59961;-0.10572;0.69979;0.70594;-0.61230;0.00036;0.65765;0.64679;-0.66599;0.19187;0.74859;0.69806;
5.00610;0.64941;0.70095;0.68666;0.69624;0.80010;0.70982;0.70946;0.56843;0.10756;0.73819;0.70982;0.60329;-0.10478;0.70354;0.70946;-0.61626;0.00809;0.66203;0.64941;-0.67019;0.19990;0.75300;0.70095;
5.00610;0.64941;0.70095;0.68666;0.69624;0.80010;0.70982;0.70946;0.56844;0.10756;0.73819;0.70982;0.60330;-0.10478;0.70354;0.70946;-0.61627;0.00809;0.66203;0.64941;-0.67020;0.19990;0.75300;0.70095;
5.00632;0.65024;0.70186;0.68769;0.69733;0.80063;0.71092;0.71059;0.56977;0.10849;0.73942;0.71092;0.60449;-0.10444;0.70475;0.71059;-0.61753;0.01055;0.66342;0.65024;-0.67131;0.20244;0.75439;0.70186;
5.00654;0.65110;0.70280;0.68876;0.69846;0.80116;0.71205;0.71177;0.57112;0.10948;0.74069;0.71205;0.60573;-0.10405;0.70601;0.71177;-0.61882;0.01298;0.66482;0.65110;-0.67226;0.20496;0.75579;0.70280;
5.00698;0.65284;0.70473;0.69098;0.70080;0.80225;0.71439;0.71420;0.57387;0.11158;0.74332;0.71439;0.60828;-0.10311;0.70865;0.71420;-0.62143;0.01784;0.66766;0.65284;-0.67389;0.20999;0.75862;0.70473;
5.00786;0.65651;0.70878;0.69568;0.70581;0.80455;0.71938;0.71944;0.57960;0.11630;0.74897;0.71938;0.61371;-0.10074;0.71437;0.71944;-0.62684;0.02753;0.67348;0.65651;-0.67626;0.22009;0.76440;0.70878;
5.00961;0.66418;0.71726;0.70563;0.71647;0.80934;0.72993;0.73062;0.59148;0.12684;0.76096;0.72993;0.62521;-0.09486;0.72670;0.73062;-0.63801;0.04694;0.68537;0.66418;-0.67935;0.24053;0.77625;0.71726;
5.01137;0.67197;0.72588;0.71583;0.72742;0.81420;0.74076;0.74213;0.60356;0.13819;0.77331;0.74076;0.63704;-0.08812;0.73946;0.74213;-0.64936;0.06630;0.69728;0.67198;-0.68111;0.26103;0.78813;0.72588;
5.01313;0.67962;0.73432;0.72588;0.73819;0.81896;0.75144;0.75346;0.61551;0.14981;0.78551;0.75144;0.64874;-0.08109;0.75205;0.75346;-0.66056;0.08544;0.70890;0.67962;-0.68211;0.28125;0.79971;0.73433;
5.01489;0.68699;0.74247;0.73562;0.74859;0.82354;0.76179;0.76440;0.62716;0.16149;0.79736;0.76179;0.66010;-0.07399;0.76423;0.76440;-0.67148;0.10423;0.72011;0.68699;-0.68253;0.30096;0.81084;0.74247;
5.01654;0.69368;0.74984;0.74447;0.75801;0.82769;0.77122;0.77431;0.63784;0.17247;0.80817;0.77122;0.67044;-0.06732;0.77526;0.77431;-0.68146;0.12155;0.73025;0.69368;-0.68246;0.31898;0.82090;0.74984;
5.01654;0.69368;0.74984;0.74447;0.75801;0.82769;0.77121;0.77431;0.63784;0.17246;0.80816;0.77121;0.67045;-0.06732;0.77526;0.77431;-0.68146;0.12155;0.73025;0.69368;-0.68247;0.31898;0.82090;0.74984;
5.01680;0.69470;0.75096;0.74583;0.75945;0.82832;0.77266;0.77582;0.63947;0.17419;0.80982;0.77266;0.67203;-0.06627;0.77694;0.77582;-0.68276;0.12418;0.73178;0.69470;-0.68242;0.32171;0.82242;0.75096;
5.01705;0.69571;0.75209;0.74719;0.76089;0.82895;0.77411;0.77734;0.64111;0.17595;0.81150;0.77411;0.67362;-0.06519;0.77864;0.77734;-0.68389;0.12680;0.73330;0.69571;-0.68237;0.32441;0.82393;0.75209;
5.01757;0.69776;0.75433;0.74993;0.76378;0.83021;0.77703;0.78039;0.64438;0.17954;0.81487;0.77703;0.67681;-0.06299;0.78205;0.78039;-0.68585;0.13202;0.73633;0.69776;-0.68228;0.32981;0.82697;0.75433;
5.01860;0.70186;0.75884;0.75547;0.76961;0.83274;0.78294;0.78653;0.65094;0.18696;0.82168;0.78294;0.68322;-0.05843;0.78892;0.78653;-0.68888;0.14242;0.74235;0.70186;-0.68206;0.34052;0.83301;0.75884;
5.02065;0.70995;0.76771;0.76644;0.78109;0.83771;0.79464;0.79863;0.66387;0.20215;0.83523;0.79464;0.69583;-0.04910;0.80249;0.79863;-0.69325;0.16305;0.75410;0.70995;-0.68122;0.36157;0.84485;0.76771;
5.02270;0.71771;0.77620;0.77702;0.79209;0.84246;0.80594;0.81024;0.67636;0.21736;0.84834;0.80595;0.70793;-0.03984;0.81551;0.81024;-0.69622;0.18325;0.76537;0.71771;-0.67974;0.38189;0.85615;0.77620;
5.02493;0.72561;0.78483;0.78784;0.80325;0.84728;0.81750;0.82200;0.68920;0.23340;0.86177;0.81750;0.72022;-0.03024;0.82868;0.82200;-0.69857;0.20450;0.77688;0.72561;-0.67750;0.40286;0.86762;0.78483;
5.02493;0.72561;0.78483;0.78784;0.80325;0.84728;0.81750;0.82200;0.68920;0.23340;0.86177;0.81750;0.72022;-0.03024;0.82868;0.82200;-0.69857;0.20450;0.77688;0.72561;-0.67750;0.40286;0.86762;0.78483;
5.02528;0.72681;0.78614;0.78948;0.80493;0.84800;0.81925;0.82377;0.69116;0.23588;0.86381;0.81925;0.72208;-0.02877;0.83067;0.82377;-0.69883;0.20777;0.77863;0.72681;-0.67706;0.40605;0.86935;0.78614;
5.02563;0.72799;0.78742;0.79109;0.80659;0.84872;0.82098;0.82552;0.69309;0.23835;0.86582;0.82098;0.72391;-0.02732;0.83263;0.82552;-0.69906;0.21101;0.78035;0.72799;-0.67662;0.40919;0.87105;0.78742;
5.02633;0.73031;0.78994;0.79428;0.80985;0.85013;0.82439;0.82895;0.69689;0.24323;0.86978;0.82439;0.72750;-0.02447;0.83647;0.82895;-0.69949;0.21744;0.78374;0.73031;-0.67569;0.41540;0.87441;0.78994;
5.02730;0.73340;0.79331;0.79853;0.81418;0.85200;0.82894;0.83351;0.70198;0.24982;0.87508;0.82894;0.73228;-0.02066;0.84157;0.83351;-0.69996;0.22614;0.78827;0.73340;-0.67437;0.42372;0.87887;0.79331;
5.02730;0.73340;0.79331;0.79853;0.81418;0.85200;0.82894;0.83351;0.70198;0.24982;0.87508;0.82894;0.73228;-0.02066;0.84157;0.83351;-0.69996;0.22614;0.78827;0.73340;-0.67437;0.42372;0.87887;0.79331;
5.02768;0.73458;0.79459;0.80016;0.81583;0.85272;0.83068;0.83525;0.70394;0.25237;0.87711;0.83068;0.73411;-0.01920;0.84352;0.83525;-0.70010;0.22951;0.79002;0.73458;-0.67382;0.42692;0.88058;0.79459;
5.02806;0.73575;0.79586;0.80177;0.81747;0.85343;0.83240;0.83697;0.70588;0.25490;0.87912;0.83240;0.73591;-0.01776;0.84544;0.83697;-0.70023;0.23287;0.79174;0.73575;-0.67327;0.43008;0.88226;0.79586;
5.02882;0.73805;0.79836;0.80495;0.82067;0.85482;0.83580;0.84034;0.70970;0.25992;0.88308;0.83580;0.73946;-0.01493;0.84921;0.84034;-0.70042;0.23951;0.79513;0.73805;-0.67214;0.43633;0.88558;0.79836;
5.03034;0.74248;0.80316;0.81106;0.82682;0.85749;0.84235;0.84681;0.71709;0.26974;0.89072;0.84235;0.74627;-0.00948;0.85644;0.84681;-0.70054;0.25253;0.80168;0.74248;-0.66976;0.44841;0.89195;0.80316;
5.03339;0.75072;0.81205;0.82248;0.83817;0.86243;0.85457;0.85875;0.73094;0.28854;0.90501;0.85457;0.75883;0.00063;0.86974;0.85875;-0.69990;0.27748;0.81393;0.75072;-0.66466;0.47106;0.90375;0.81205;
5.03948;0.76507;0.82744;0.84249;0.85769;0.87098;0.87602;0.87923;0.75529;0.32309;0.93015;0.87602;0.78032;0.01805;0.89250;0.87923;-0.69567;0.32347;0.83550;0.76507;-0.65356;0.51105;0.92416;0.82744;
5.04558;0.77699;0.84011;0.85926;0.87359;0.87801;0.89401;0.89587;0.77557;0.35361;0.95131;0.89401;0.79755;0.03196;0.91087;0.89587;-0.68852;0.36451;0.85372;0.77699;-0.64207;0.54475;0.94097;0.84011;
5.05167;0.78702;0.85068;0.87345;0.88667;0.88386;0.90924;0.90951;0.79241;0.38051;0.96925;0.90924;0.81136;0.04294;0.92582;0.90952;-0.67939;0.40131;0.86927;0.78702;-0.63073;0.57342;0.95498;0.85068;
5.05776;0.79559;0.85964;0.88563;0.89763;0.88882;0.92230;0.92091;0.80637;0.40426;0.98464;0.92230;0.82249;0.05165;0.93821;0.92091;-0.66882;0.43458;0.88276;0.79559;-0.61962;0.59822;0.96687;0.85964;
5.06995;0.80963;0.87421;0.90559;0.91518;0.89686;0.94367;0.93905;0.82775;0.44411;1.00979;0.94367;0.83907;0.06446;0.95774;0.93905;-0.64437;0.49316;0.90533;0.80963;-0.59753;0.63982;0.98631;0.87421;
5.07425;0.81373;0.87843;0.91140;0.92015;0.89919;0.94986;0.94416;0.83345;0.45573;1.01704;0.94986;0.84336;0.06755;0.96315;0.94416;-0.63520;0.51164;0.91209;0.81372;-0.59013;0.65241;0.99199;0.87843;
5.07425;0.81372;0.87842;0.91139;0.92014;0.89918;0.94985;0.94415;0.83347;0.45575;1.01704;0.94985;0.84336;0.06757;0.96315;0.94415;-0.63514;0.51159;0.91208;0.81372;-0.59008;0.65235;0.99197;0.87842;
5.07444;0.81388;0.87859;0.91162;0.92034;0.89927;0.95010;0.94436;0.83364;0.45620;1.01733;0.95010;0.84352;0.06767;0.96336;0.94436;-0.63470;0.51237;0.91236;0.81388;-0.58974;0.65286;0.99221;0.87859;
5.07463;0.81405;0.87876;0.91185;0.92053;0.89937;0.95035;0.94455;0.83379;0.45664;1.01761;0.95035;0.84368;0.06777;0.96357;0.94455;-0.63425;0.51314;0.91263;0.81405;-0.58940;0.65338;0.99243;0.87876;
5.07502;0.81437;0.87909;0.91230;0.92091;0.89955;0.95082;0.94494;0.83404;0.45746;1.01815;0.95082;0.84398;0.06794;0.96397;0.94494;-0.63337;0.51469;0.91318;0.81437;-0.58873;0.65439;0.99288;0.87909;
5.07579;0.81496;0.87969;0.91311;0.92159;0.89989;0.95166;0.94562;0.83432;0.45885;1.01910;0.95166;0.84449;0.06817;0.96467;0.94562;-0.63161;0.51770;0.91421;0.81496;-0.58740;0.65633;0.99371;0.87969;
5.07733;0.81608;0.88082;0.91461;0.92283;0.90052;0.95322;0.94688;0.83474;0.46135;1.02086;0.95322;0.84541;0.06847;0.96594;0.94688;-0.62816;0.52352;0.91617;0.81608;-0.58486;0.66001;0.99528;0.88082;
5.08041;0.81823;0.88299;0.91753;0.92521;0.90173;0.95626;0.94927;0.83544;0.46630;1.02427;0.95626;0.84708;0.06895;0.96835;0.94927;-0.62142;0.53474;0.91995;0.81823;-0.58006;0.66706;0.99828;0.88299;
5.08657;0.82231;0.88710;0.92313;0.92970;0.90404;0.96208;0.95378;0.83657;0.47608;1.03086;0.96208;0.84995;0.06975;0.97287;0.95378;-0.60808;0.55590;0.92709;0.82231;-0.57096;0.68020;1.00393;0.88710;
5.09273;0.82605;0.89084;0.92829;0.93375;0.90614;0.96745;0.95783;0.83741;0.48528;1.03693;0.96745;0.85223;0.07020;0.97689;0.95783;-0.59448;0.57570;0.93366;0.82605;-0.56215;0.69224;1.00907;0.89084;
5.09999;0.82936;0.89411;0.93281;0.93709;0.90797;0.97215;0.96110;0.83812;0.49320;1.04224;0.97215;0.85340;0.06931;0.97997;0.96111;-0.57868;0.59569;0.93988;0.82937;-0.55291;0.70357;1.01368;0.89411;
5.09999;1.39817;1.39452;1.52026;1.45817;1.22850;1.55953;1.48260;1.39364;0.70109;1.62135;1.55953;1.32042;0.03082;1.49336;1.48260;-0.97879;1.00126;1.50601;1.39817;-0.87131;1.09035;1.51183;1.39452;
5.09999;1.39768;1.39403;1.51956;1.45750;1.22821;1.55878;1.48188;1.39282;0.69895;1.62046;1.55878;1.31969;0.02937;1.49254;1.48188;-0.97835;1.00099;1.50553;1.39768;-0.87091;1.09013;1.51136;1.39403;
5.09999;1.39768;1.39403;1.51956;1.45750;1.22821;1.55878;1.48188;1.39282;0.69895;1.62046;1.55878;1.31969;0.02937;1.49254;1.48188;-0.97835;1.00099;1.50553;1.39768;-0.87091;1.09013;1.51136;1.39403;
5.09999;1.39768;1.39403;1.51956;1.45750;1.22821;1.55878;1.48188;1.39282;0.69895;1.62046;1.55878;1.31969;0.02937;1.49254;1.48188;-0.97835;1.00099;1.50553;1.39768;-0.87091;1.09013;1.51136;1.39403;
5.09999;1.39768;1.39403;1.51956;1.45750;1.22821;1.55878;1.48188;1.39282;0.69895;1.62046;1.55878;1.31969;0.02937;1.49254;1.48188;-0.97835;1.00099;1.50553;1.39768;-0.87091;1.09013;1.51136;1.39403;
5.09999;1.39768;1.39403;1.51956;1.45750;1.22821;1.55878;1.48188;1.39282;0.69895;1.62046;1.55878;1.31969;0.02937;1.49254;1.48188;-0.97835;1.00099;1.50553;1.39768;-0.87091;1.09013;1.51136;1.39403;
5.09999;1.39768;1.39403;1.51956;1.45750;1.22821;1.55878;1.48188;1.39282;0.69895;1.62046;1.55878;1.31969;0.02937;1.49254;1.48188;-0.97835;1.00099;1.50553;1.39768;-0.87091;1.09013;1.51136;1.39403;
5.10002;1.39509;1.39146;1.51589;1.45398;1.22669;1.55485;1.47814;1.38848;0.68771;1.61580;1.55485;1.31585;0.02179;1.48819;1.47814;-0.97609;0.99953;1.50298;1.39509;-0.86882;1.08895;1.50888;1.39146;
5.10003;1.39342;1.38980;1.51353;1.45172;1.22571;1.55232;1.47573;1.38569;0.68054;1.61281;1.55232;1.31338;0.01695;1.48540;1.47573;-0.97464;0.99856;1.50134;1.39342;-0.86747;1.08815;1.50728;1.38980;
5.10003;1.39342;1.38980;1.51353;1.45172;1.22571;1.55232;1.47573;1.38569;0.68054;1.61281;1.55232;1.31338;0.01695;1.48540;1.47573;-0.97464;0.99856;1.50134;1.39342;-0.86747;1.08815;1.50728;1.38980;
5.10003;1.39342;1.38980;1.51353;1.45172;1.22571;1.55232;1.47573;1.38569;0.68054;1.61281;1.55232;1.31338;0.01695;1.48540;1.47573;-0.97464;0.99856;1.50134;1.39342;-0.86747;1.08815;1.50728;1.38980;
5.10003;1.39342;1.38980;1.51353;1.45172;1.22571;1.55232;1.47573;1.38569;0.68054;1.61281;1.55232;1.31338;0.01695;1.48540;1.47573;-0.97464;0.99856;1.50134;1.39342;-0.86747;1.08815;1.50728;1.38980;
5.10006;1.39085;1.38725;1.50990;1.44824;1.22420;1.54843;1.47203;1.38141;0.66957;1.60821;1.54843;1.30958;0.00956;1.48111;1.47203;-0.97241;0.99702;1.49881;1.39085;-0.86537;1.08687;1.50482;1.38725;
5.10008;1.38835;1.38477;1.50637;1.44485;1.22273;1.54465;1.46843;1.37725;0.65897;1.60374;1.54465;1.30589;0.00243;1.47693;1.46843;-0.97025;0.99546;1.49634;1.38835;-0.86333;1.08558;1.50241;1.38477;
5.10013;1.38350;1.37996;1.49954;1.43830;1.21988;1.53734;1.46146;1.36922;0.63866;1.59509;1.53734;1.29875;-0.01123;1.46886;1.46146;-0.96607;0.99232;1.49154;1.38350;-0.85935;1.08292;1.49773;1.37996;
5.10020;1.37664;1.37314;1.48989;1.42903;1.21584;1.52701;1.45161;1.35791;0.61045;1.58289;1.52701;1.28865;-0.03016;1.45746;1.45161;-0.96023;0.98750;1.48470;1.37664;-0.85369;1.07878;1.49105;1.37314;
5.10020;1.37664;1.37314;1.48989;1.42903;1.21584;1.52701;1.45161;1.35791;0.61045;1.58289;1.52701;1.28865;-0.03016;1.45746;1.45161;-0.96023;0.98750;1.48470;1.37664;-0.85369;1.07878;1.49105;1.37314;
5.10023;1.37417;1.37070;1.48643;1.42571;1.21439;1.52332;1.44808;1.35387;0.60052;1.57854;1.52332;1.28503;-0.03681;1.45338;1.44808;-0.95815;0.98562;1.48223;1.37417;-0.85165;1.07713;1.48864;1.37070;
5.10026;1.37179;1.36832;1.48309;1.42249;1.21298;1.51975;1.44467;1.34997;0.59098;1.57433;1.51975;1.28153;-0.04320;1.44944;1.44467;-0.95616;0.98373;1.47982;1.37179;-0.84968;1.07547;1.48629;1.36832;
5.10031;1.36718;1.36375;1.47667;1.41631;1.21027;1.51288;1.43809;1.34248;0.57282;1.56624;1.51288;1.27479;-0.05534;1.44185;1.43809;-0.95236;0.97995;1.47518;1.36718;-0.84590;1.07212;1.48175;1.36375;
5.10036;1.36328;1.35987;1.47123;1.41107;1.20797;1.50707;1.43254;1.33616;0.55768;1.55941;1.50707;1.26909;-0.06546;1.43544;1.43254;-0.94917;0.97657;1.47122;1.36328;-0.84273;1.06909;1.47788;1.35987;
5.10036;1.36328;1.35987;1.47123;1.41107;1.20797;1.50707;1.43254;1.33616;0.55768;1.55941;1.50707;1.26909;-0.06546;1.43544;1.43254;-0.94917;0.97657;1.47122;1.36328;-0.84273;1.06909;1.47788;1.35987;
5.10039;1.36093;1.35752;1.46796;1.40791;1.20659;1.50357;1.42918;1.33237;0.54867;1.55531;1.50357;1.26565;-0.07147;1.43158;1.42918;-0.94728;0.97439;1.46882;1.36093;-0.84084;1.06713;1.47552;1.35752;
5.10043;1.35865;1.35526;1.46480;1.40487;1.20525;1.50021;1.42595;1.32872;0.54008;1.55136;1.50021;1.26233;-0.07720;1.42786;1.42595;-0.94547;0.97222;1.46649;1.35865;-0.83903;1.06516;1.47324;1.35526;
5.10049;1.35429;1.35092;1.45877;1.39904;1.20268;1.49377;1.41977;1.32175;0.52382;1.54381;1.49377;1.25598;-0.08804;1.42075;1.41977;-0.94205;0.96790;1.46201;1.35429;-0.83560;1.06122;1.46885;1.35092;
